Data e hora,Dia da Semana,Administracao (A),Aulas (B),Biblioteca (C),CICA (D),Quimica (E),Minas e Metalurgia (F),Civil (G),Civil Norte (H),Electrotecnia (I),Electrotecnia Norte (J),Mecanica (L),Mecanica Norte (M),Cafetaria (O),Auditorio,Bombas de Rega,Bombas,Outros PT1,Outros PT3,Total Outros,Carregador Veiculos Eletricos I,Carregador Veiculos Eletricos II
01/01/2024 01:00:00,Seg,6,113,39,6,6,15,18,2,9,6,0,4,25,3,29,10,39,25,0
01/01/2024 02:00:00,Seg,6,17,6,114,38,6,8,24,28,2,9,6,0,4,0,2,19,8,27,0,0
01/01/2024 03:00:00,Seg,6,31,6,113,39,15,6,15,28,2,9,7,0,4,0,3,19,10,29,0,0
01/01/2024 04:00:00,Seg,7,19,4,113,39,6,6,24,28,2,9,16,0,5,0,2,18,8,26,0,0
01/01/2024 05:00:00,Seg,6,9,16,113,48,15,6,15,25,2,16,5,0,4,0,3,5,10,15,0,0
01/01/2024 06:00:00,Seg,7,38,8,114,39,5,21,15,18,2,9,6,0,4,0,2,19,8,27,0,0
01/01/2024 07:00:00,Seg,6,29,8,114,38,16,6,25,28,1,19,10,10,4,0,3,20,10,30,0,0
01/01/2024 08:00:00,Seg,7,18,22,113,39,6,6,15,25,3,9,23,0,5,50,2,54,8,62,50,0
01/01/2024 09:00:00,Seg,6,34,16,112,48,7,23,24,28,10,9,13,0,4,0,2,17,2,19,0,0
01/01/2024 10:00:00,Seg,5,29,22,115,39,17,6,11,28,1,19,12,0,15,25,3,40,3,43,25,0
01/01/2024 11:00:00,Seg,5,21,10,113,38,6,8,15,25,0,9,17,0,5,0,2,2,2,4,0,0
01/01/2024 12:00:00,Seg,6,18,12,112,39,17,21,2,28,0,19,10,0,4,0,3,15,3,18,0,0
01/01/2024 13:00:00,Seg,5,22,22,115,48,6,6,18,25,0,6,10,10,5,25,2,42,2,44,25,0
01/01/2024 14:00:00,Seg,6,21,10,114,42,6,8,9,28,0,19,20,0,4,0,3,16,3,19,0,0
01/01/2024 15:00:00,Seg,15,39,22,114,38,17,23,9,28,0,9,13,0,5,25,2,26,2,28,25,0
01/01/2024 16:00:00,Seg,5,13,12,114,39,6,8,24,25,10,9,25,40,5,50,3,66,3,69,50,0
01/01/2024 17:00:00,Seg,6,37,20,114,48,7,8,14,18,1,19,16,0,5,0,2,17,2,19,0,0
01/01/2024 18:00:00,Seg,6,39,14,116,39,18,23,25,28,2,9,18,10,14,0,2,3,7,10,0,0
01/01/2024 19:00:00,Seg,6,24,12,113,38,6,6,16,28,2,22,27,0,5,0,3,20,10,30,0,0
01/01/2024 20:00:00,Seg,7,42,22,115,52,17,8,26,28,2,9,19,0,5,50,2,68,8,76,50,0
01/01/2024 21:00:00,Seg,6,41,10,115,38,5,8,14,28,2,16,16,0,4,15,3,21,10,31,0,0
01/01/2024 22:00:00,Seg,7,31,16,116,39,5,21,16,28,2,9,23,10,4,0,2,19,8,27,0,0
01/01/2024 23:00:00,Seg,7,39,4,114,38,16,8,24,25,2,19,10,0,4,0,3,19,10,29,0,0
02/01/2024 00:00:00,Ter,6,33,6,118,49,5,6,15,18,12,9,9,0,14,0,2,19,8,27,0,0
02/01/2024 01:00:00,Ter,7,29,16,117,35,15,23,25,28,2,9,18,0,4,0,2,5,9,14,0,0
02/01/2024 02:00:00,Ter,6,42,6,118,39,7,6,15,28,2,19,6,0,4,25,3,43,9,52,25,0
02/01/2024 03:00:00,Ter,17,12,4,117,48,15,6,25,25,2,9,17,10,4,0,2,20,9,29,0,0
02/01/2024 04:00:00,Ter,7,38,16,117,39,7,21,15,18,2,16,5,40,4,0,3,4,9,13,0,0
02/01/2024 05:00:00,Ter,7,20,6,119,38,5,8,16,28,2,9,6,0,4,0,2,20,9,29,0,0
02/01/2024 06:00:00,Ter,8,29,8,117,39,15,6,24,28,12,9,5,0,4,0,2,19,8,27,0,0
02/01/2024 07:00:00,Ter,7,61,18,118,48,7,6,16,25,2,19,18,0,4,0,3,19,10,29,0,0
02/01/2024 08:00:00,Ter,10,31,12,119,39,16,21,25,28,2,9,10,10,5,0,2,4,8,12,0,0
02/01/2024 09:00:00,Ter,12,32,18,118,41,8,8,15,28,3,19,12,0,14,0,3,19,4,23,0,0
02/01/2024 10:00:00,Ter,13,37,22,119,44,9,25,25,31,3,12,26,0,5,0,2,18,2,20,0,0
02/01/2024 11:00:00,Ter,12,30,12,118,55,18,16,17,31,3,18,24,0,4,0,2,2,2,4,0,0
02/01/2024 12:00:00,Ter,13,38,24,146,44,9,18,26,34,2,31,34,0,5,0,3,17,3,20,0,0
02/01/2024 13:00:00,Ter,23,15,12,123,45,18,29,18,34,13,25,24,10,5,0,2,17,2,19,0,0
02/01/2024 14:00:00,Ter,13,40,24,118,54,9,14,18,37,3,15,22,0,5,0,3,2,3,5,0,0
02/01/2024 15:00:00,Ter,13,37,12,119,50,20,31,29,40,3,28,32,0,15,0,2,16,2,18,0,0
02/01/2024 16:00:00,Ter,13,20,14,120,45,15,18,22,40,4,18,23,40,4,0,2,16,2,18,0,0
02/01/2024 17:00:00,Ter,13,52,24,124,57,13,33,32,40,4,31,30,0,5,0,3,19,6,25,0,0
02/01/2024 18:00:00,Ter,13,31,14,121,45,18,18,22,37,4,18,22,10,5,25,2,28,8,36,25,0
02/01/2024 19:00:00,Ter,14,32,24,123,44,8,31,28,31,4,25,31,0,4,25,3,45,10,55,25,0
02/01/2024 20:00:00,Ter,8,40,12,120,54,16,14,16,31,13,12,12,0,15,0,2,20,8,28,0,0
02/01/2024 21:00:00,Ter,9,34,20,118,48,6,25,25,31,2,22,19,0,4,15,2,19,9,28,0,0
02/01/2024 22:00:00,Ter,8,35,6,120,44,5,10,16,31,2,12,8,10,4,0,3,20,9,29,0,0
02/01/2024 23:00:00,Ter,8,37,6,119,55,15,8,16,28,3,19,8,0,4,0,2,19,9,28,0,0
03/01/2024 00:00:00,Qua,8,37,16,118,41,6,23,24,18,2,9,18,0,4,0,3,4,9,13,0,0
03/01/2024 01:00:00,Qua,17,33,4,116,45,15,6,16,28,2,19,7,0,5,0,2,19,9,28,0,0
03/01/2024 02:00:00,Qua,8,25,6,120,41,6,8,25,28,2,12,8,10,13,0,2,21,8,29,0,0
03/01/2024 03:00:00,Qua,7,20,16,120,55,16,21,16,28,12,9,17,40,4,0,3,18,10,28,0,0
03/01/2024 04:00:00,Qua,7,33,4,117,41,5,8,25,18,2,19,7,0,4,15,2,20,8,28,0,0
03/01/2024 05:00:00,Qua,8,30,6,119,45,5,6,15,28,2,9,17,0,4,0,3,20,10,30,0,0
03/01/2024 06:00:00,Qua,7,30,18,118,52,16,23,25,28,3,19,7,0,4,0,2,18,8,26,0,0
03/01/2024 07:00:00,Qua,7,30,12,117,41,5,8,15,34,2,9,7,0,4,0,3,5,10,15,0,0
03/01/2024 08:00:00,Qua,12,39,50,119,47,20,14,33,34,2,12,21,10,6,0,2,19,8,27,0,0
03/01/2024 09:00:00,Qua,20,57,66,122,78,9,31,26,37,3,25,27,40,17,0,2,18,4,22,0,0
03/01/2024 10:00:00,Qua,34,75,76,123,76,23,24,57,49,11,31,40,0,5,0,3,19,3,22,0,0
03/01/2024 11:00:00,Qua,26,67,68,122,95,26,45,51,62,2,18,38,50,6,0,3,3,3,6,0,0
03/01/2024 12:00:00,Qua,28,63,76,123,94,25,30,51,58,2,34,40,0,16,0,2,19,2,21,0,0
03/01/2024 13:00:00,Qua,30,75,76,124,110,16,41,64,52,1,37,42,40,6,0,2,18,2,20,0,0
03/01/2024 14:00:00,Qua,26,47,66,148,97,27,28,51,65,12,24,45,10,5,0,3,18,3,21,0,13
03/01/2024 15:00:00,Qua,26,68,72,124,113,27,45,66,55,1,34,52,40,6,0,2,3,2,5,0,10
03/01/2024 16:00:00,Qua,25,51,72,125,97,26,30,82,68,0,34,51,0,15,0,3,18,3,21,0,0
03/01/2024 17:00:00,Qua,33,56,64,124,104,16,43,56,58,2,24,44,50,6,0,2,17,2,19,0,0
03/01/2024 18:00:00,Qua,21,89,72,125,87,24,24,59,52,13,31,43,0,6,0,2,20,7,27,0,0
03/01/2024 19:00:00,Qua,19,72,60,118,68,22,33,45,56,3,25,38,0,5,0,3,5,9,14,0,3
03/01/2024 20:00:00,Qua,10,58,36,117,69,9,16,37,37,2,12,23,10,5,25,2,45,9,54,25,3
03/01/2024 21:00:00,Qua,9,47,14,116,60,17,12,33,24,2,19,30,0,15,25,3,44,9,53,25,0
03/01/2024 22:00:00,Qua,9,54,18,115,56,6,25,23,31,2,9,19,0,5,25,2,30,9,39,25,0
03/01/2024 23:00:00,Qua,7,52,8,114,67,8,10,33,31,3,22,28,40,5,25,2,43,8,51,25,0
04/01/2024 00:00:00,Qui,8,38,8,115,56,16,23,32,31,12,9,18,10,4,0,3,21,10,31,0,0
04/01/2024 01:00:00,Qui,7,57,18,113,57,7,8,33,18,2,9,19,0,5,0,2,19,8,27,0,0
04/01/2024 02:00:00,Qui,7,33,8,115,53,18,8,22,31,2,19,28,0,5,0,3,4,10,14,0,0
04/01/2024 03:00:00,Qui,7,44,8,112,67,6,23,33,28,2,9,17,0,14,15,2,34,8,42,0,0
04/01/2024 04:00:00,Qui,17,31,18,116,53,18,8,33,28,2,19,25,0,5,0,3,20,10,30,0,0
04/01/2024 05:00:00,Qui,7,42,8,113,54,6,8,22,21,3,9,12,10,5,0,2,4,8,12,0,0
04/01/2024 06:00:00,Qui,6,20,10,114,66,17,23,31,28,2,9,13,0,4,0,2,20,9,29,0,0
04/01/2024 07:00:00,Qui,8,59,26,113,54,8,8,33,34,12,19,25,0,5,0,3,18,9,27,0,0
04/01/2024 08:00:00,Qui,10,45,52,116,59,19,12,40,34,2,9,24,0,5,0,2,20,9,29,0,0
04/01/2024 09:00:00,Qui,17,62,68,116,81,11,35,44,40,3,25,34,40,6,0,3,3,4,7,0,0
04/01/2024 10:00:00,Qui,23,82,74,117,85,27,22,50,49,2,21,44,10,15,0,2,18,2,20,0,3
04/01/2024 11:00:00,Qui,26,57,64,120,91,26,39,60,52,0,34,42,40,6,0,3,19,3,22,0,1
04/01/2024 12:00:00,Qui,38,74,76,119,102,20,26,49,62,10,34,43,0,5,0,2,3,2,5,0,36
04/01/2024 13:00:00,Qui,27,63,74,118,91,28,39,56,52,0,21,37,50,6,0,2,34,2,36,0,0
04/01/2024 14:00:00,Qui,27,42,64,145,98,30,37,43,49,1,31,41,0,16,0,3,19,3,22,0,0
04/01/2024 15:00:00,Qui,31,96,70,120,97,33,32,50,68,14,37,46,40,5,0,2,20,2,22,0,0
04/01/2024 16:00:00,Qui,27,74,76,123,104,19,49,61,58,3,24,45,10,6,0,3,5,3,8,0,0
04/01/2024 17:00:00,Qui,23,64,66,121,88,25,26,53,65,4,31,48,40,5,15,2,35,2,37,0,0
04/01/2024 18:00:00,Qui,21,78,74,118,90,24,39,48,52,5,31,43,0,6,0,2,22,7,29,0,0
04/01/2024 19:00:00,Qui,17,73,60,117,69,10,18,40,46,15,28,38,10,15,0,3,19,10,29,0,0
04/01/2024 20:00:00,Qui,10,65,38,114,72,11,27,36,37,4,12,39,0,6,25,2,31,8,39,25,0
04/01/2024 21:00:00,Qui,17,38,12,112,59,19,10,24,34,3,22,28,0,5,0,3,20,10,30,0,0
04/01/2024 22:00:00,Qui,7,49,18,113,70,8,10,33,34,2,22,25,10,4,0,2,19,8,27,0,0
04/01/2024 23:00:00,Qui,7,37,8,115,56,17,23,21,34,2,9,33,40,5,0,2,5,9,14,0,0
05/01/2024 00:00:00,Sex,6,27,10,112,60,6,10,34,31,2,19,22,0,15,0,3,20,9,29,0,0
05/01/2024 01:00:00,Sex,6,58,18,113,66,16,8,24,24,12,12,31,0,4,0,2,20,9,29,0,0
05/01/2024 02:00:00,Sex,6,43,8,113,60,6,25,21,28,2,19,18,0,5,0,3,4,9,13,0,0
05/01/2024 03:00:00,Sex,6,32,8,113,56,16,8,31,31,3,9,16,10,5,0,2,20,9,29,0,0
05/01/2024 04:00:00,Sex,6,53,18,113,57,6,8,22,21,2,22,22,0,4,0,2,19,8,27,0,0
05/01/2024 05:00:00,Sex,6,43,8,111,66,15,23,30,31,2,19,11,0,5,0,3,21,10,31,0,0
05/01/2024 06:00:00,Sex,7,20,12,114,57,6,8,21,28,2,9,12,0,5,0,2,4,8,12,0,0
05/01/2024 07:00:00,Sex,6,38,30,113,56,16,8,21,37,2,19,21,0,14,15,3,50,10,60,0,0
05/01/2024 08:00:00,Sex,22,67,52,112,73,11,29,37,37,12,12,15,50,6,0,2,19,8,27,0,0
05/01/2024 09:00:00,Sex,19,73,68,115,76,20,18,41,40,2,25,31,0,5,0,2,4,2,6,0,0
05/01/2024 10:00:00,Sex,23,61,72,120,89,14,37,45,55,0,31,34,40,6,0,3,18,3,21,0,0
05/01/2024 11:00:00,Sex,24,52,66,121,104,25,24,41,55,0,21,32,0,5,0,3,21,3,24,0,0
05/01/2024 12:00:00,Sex,26,84,76,124,100,14,41,44,71,0,34,38,50,16,0,2,20,2,22,0,0
05/01/2024 13:00:00,Sex,26,54,74,148,104,25,22,46,55,11,31,37,0,5,0,3,5,3,8,0,0
05/01/2024 14:00:00,Sex,24,80,62,124,89,26,24,43,62,0,24,37,40,6,0,2,20,2,22,0,0
05/01/2024 15:00:00,Sex,24,55,72,128,104,17,39,44,61,0,34,38,10,6,0,2,22,2,24,0,0
05/01/2024 16:00:00,Sex,33,66,72,126,88,29,26,61,55,10,31,43,40,15,0,3,7,3,10,0,0
05/01/2024 17:00:00,Sex,23,68,62,127,98,18,41,51,65,2,34,58,0,5,0,2,20,2,22,0,0
05/01/2024 18:00:00,Sex,19,80,72,122,73,23,24,28,52,4,21,34,10,6,0,3,24,8,32,0,0
05/01/2024 19:00:00,Sex,17,100,48,118,72,12,35,37,40,5,25,39,40,6,0,2,21,9,30,0,0
05/01/2024 20:00:00,Sex,9,51,44,115,62,19,12,18,34,3,12,31,0,15,0,2,5,8,13,0,0
05/01/2024 21:00:00,Sex,8,60,12,116,64,8,23,26,34,13,19,39,10,5,25,3,44,10,54,25,2
05/01/2024 22:00:00,Sex,7,37,18,114,54,18,8,15,34,2,12,27,0,5,0,2,19,8,27,0,13
05/01/2024 23:00:00,Sex,8,49,8,113,56,6,8,25,27,2,19,35,0,5,25,3,32,10,42,25,3
06/01/2024 00:00:00,Sab,8,54,8,113,64,16,23,15,31,2,6,21,0,4,0,2,19,8,27,0,0
06/01/2024 01:00:00,Sab,7,24,18,113,56,6,8,26,34,3,19,23,0,5,0,3,20,10,30,0,0
06/01/2024 02:00:00,Sab,17,50,8,115,51,16,8,15,24,2,9,27,10,15,0,2,19,8,27,0,0
06/01/2024 03:00:00,Sab,8,41,8,115,63,6,8,25,31,12,9,17,40,4,0,2,6,9,15,0,0
06/01/2024 04:00:00,Sab,7,29,18,117,51,16,23,16,34,2,19,16,0,4,15,3,34,9,43,0,0
06/01/2024 05:00:00,Sab,8,60,8,117,53,6,8,24,31,2,9,22,0,4,0,2,20,9,29,0,0
06/01/2024 06:00:00,Sab,7,27,8,117,64,6,8,15,21,3,6,13,0,5,0,3,5,9,14,0,0
06/01/2024 07:00:00,Sab,7,39,20,116,50,16,23,26,31,2,19,12,0,4,0,2,21,9,30,0,0
06/01/2024 08:00:00,Sab,7,56,8,116,51,7,8,15,31,2,9,26,10,4,0,2,19,8,27,0,0
06/01/2024 09:00:00,Sab,7,28,8,115,63,16,8,25,28,1,9,15,0,5,0,3,2,3,5,0,0
06/01/2024 10:00:00,Sab,7,32,18,116,54,7,8,12,21,0,19,23,0,15,0,2,16,2,18,0,0
06/01/2024 11:00:00,Sab,7,43,8,115,50,17,25,20,28,10,9,10,0,5,25,3,42,3,45,25,0
06/01/2024 12:00:00,Sab,6,23,8,115,57,5,10,8,31,0,12,9,0,4,0,2,2,2,4,0,42
06/01/2024 13:00:00,Sab,17,22,18,116,60,7,10,4,31,0,22,17,0,5,15,3,32,3,35,0,5
06/01/2024 14:00:00,Sab,7,44,8,116,54,16,25,15,31,0,12,7,10,5,0,2,16,2,18,0,0
06/01/2024 15:00:00,Sab,6,24,8,117,56,7,12,6,31,0,22,20,40,5,0,2,2,2,4,0,0
06/01/2024 16:00:00,Sab,7,15,16,115,64,16,27,23,31,0,9,15,0,4,25,3,41,3,44,25,24
06/01/2024 17:00:00,Sab,6,48,8,117,53,7,10,14,21,2,12,29,0,15,50,2,67,2,69,50,4
06/01/2024 18:00:00,Sab,7,47,18,116,54,7,10,26,31,3,22,20,0,5,25,3,29,8,37,25,0
06/01/2024 19:00:00,Sab,8,48,8,140,63,16,27,17,28,13,12,29,10,5,0,2,20,8,28,0,0
06/01/2024 20:00:00,Sab,7,47,8,113,54,6,8,25,31,3,9,16,0,5,0,2,20,9,29,0,0
06/01/2024 21:00:00,Sab,8,23,18,116,53,17,10,16,28,2,19,14,0,5,0,3,5,9,14,0,0
06/01/2024 22:00:00,Sab,9,55,8,116,61,6,23,25,21,2,9,25,0,15,25,2,45,8,53,25,0
06/01/2024 23:00:00,Sab,9,47,8,114,50,16,10,16,28,2,19,13,10,5,0,3,20,10,30,0,0
07/01/2024 00:00:00,Dom,8,45,18,114,54,6,8,25,31,2,9,23,0,5,25,2,29,8,37,25,0
07/01/2024 01:00:00,Dom,7,56,8,116,47,6,10,16,28,3,9,12,0,4,0,3,20,10,30,0,0
07/01/2024 02:00:00,Dom,16,33,6,115,61,15,23,26,18,2,19,11,0,5,0,2,21,8,29,0,0
07/01/2024 03:00:00,Dom,8,62,18,115,47,6,10,15,31,12,9,20,0,4,0,2,5,9,14,0,0
07/01/2024 04:00:00,Dom,7,21,8,114,51,16,8,26,28,2,19,11,50,4,0,3,19,10,29,0,0
07/01/2024 05:00:00,Dom,7,29,8,116,60,6,23,16,18,3,6,12,0,5,0,2,20,8,28,0,0
07/01/2024 06:00:00,Dom,7,49,18,115,48,17,8,26,28,2,9,20,0,14,0,3,5,10,15,0,0
07/01/2024 07:00:00,Dom,7,35,8,114,50,6,8,15,31,2,19,13,0,4,0,2,20,8,28,0,0
07/01/2024 08:00:00,Dom,7,45,6,116,61,6,8,26,28,2,9,14,0,5,0,2,20,8,28,0,0
07/01/2024 09:00:00,Dom,7,38,18,115,47,17,23,15,15,1,6,23,0,4,0,3,2,3,5,0,0
07/01/2024 10:00:00,Dom,6,23,6,115,51,6,8,22,28,10,19,13,10,5,15,2,31,2,33,0,0
07/01/2024 11:00:00,Dom,7,42,6,115,50,17,8,4,31,0,9,16,0,5,0,3,17,3,20,0,0
07/01/2024 12:00:00,Dom,6,22,16,115,51,6,21,11,28,0,9,2,0,4,25,2,26,2,28,25,0
07/01/2024 13:00:00,Dom,17,32,6,114,60,6,10,1,28,0,19,12,0,5,0,3,17,3,20,0,0
07/01/2024 14:00:00,Dom,6,23,6,116,51,17,8,3,18,0,9,3,0,13,0,2,16,2,18,0,0
07/01/2024 15:00:00,Dom,6,22,18,115,47,6,8,14,28,0,9,5,0,2,0,2,17,2,19,0,31
07/01/2024 16:00:00,Dom,6,23,6,115,51,16,25,12,31,0,19,19,50,2,0,3,2,3,5,0,27
07/01/2024 17:00:00,Dom,7,58,6,114,57,7,10,24,34,1,9,12,0,2,0,2,17,2,19,0,21
07/01/2024 18:00:00,Dom,7,33,18,116,51,6,10,16,34,2,9,23,0,3,25,3,43,7,50,25,45
07/01/2024 19:00:00,Dom,8,29,6,112,50,17,27,27,34,13,19,12,0,2,0,2,6,8,14,0,2
07/01/2024 20:00:00,Dom,9,54,18,115,61,6,10,16,24,2,9,23,10,13,0,2,19,9,28,0,0
07/01/2024 21:00:00,Dom,7,36,8,115,50,16,8,26,31,2,19,15,0,2,0,3,20,9,29,0,0
07/01/2024 22:00:00,Dom,8,58,8,115,51,6,23,16,31,3,9,25,0,2,0,2,4,9,13,0,0
07/01/2024 23:00:00,Dom,8,35,18,115,47,5,8,26,34,2,9,12,0,3,0,3,22,9,31,0,0
08/01/2024 00:00:00,Seg,8,57,8,114,61,17,8,16,18,2,19,15,10,2,0,2,19,9,28,0,0
08/01/2024 01:00:00,Seg,7,57,6,116,50,6,23,26,31,2,9,24,0,2,15,3,20,9,29,0,0
08/01/2024 02:00:00,Seg,18,34,18,117,48,16,6,16,28,12,9,11,0,2,0,2,34,9,43,0,0
08/01/2024 03:00:00,Seg,7,44,8,116,60,6,8,26,21,3,19,11,0,13,0,2,21,8,29,0,0
08/01/2024 04:00:00,Seg,8,43,8,116,47,16,23,16,28,2,9,21,0,3,0,3,5,10,15,0,0
08/01/2024 05:00:00,Seg,8,33,18,115,51,6,6,26,31,2,19,11,50,3,0,2,19,8,27,0,0
08/01/2024 06:00:00,Seg,8,42,14,118,47,15,8,16,28,2,9,9,0,3,0,3,22,10,32,0,0
08/01/2024 07:00:00,Seg,8,49,22,115,61,7,23,26,24,2,9,26,0,4,0,2,4,8,12,0,0
08/01/2024 08:00:00,Seg,12,52,60,115,53,10,16,22,37,2,22,27,0,6,0,3,20,10,30,0,0
08/01/2024 09:00:00,Seg,17,69,58,124,78,20,22,37,49,12,15,45,0,5,0,2,22,3,25,0,0
08/01/2024 10:00:00,Seg,24,70,76,152,94,24,39,63,65,1,34,56,50,16,0,2,7,2,9,0,0
08/01/2024 11:00:00,Seg,28,64,74,132,112,17,28,58,58,0,37,70,0,5,0,3,21,3,24,0,0
08/01/2024 12:00:00,Seg,41,73,66,131,131,29,45,90,71,10,37,65,40,6,15,2,36,2,38,0,19
08/01/2024 13:00:00,Seg,30,63,76,128,125,28,43,58,61,0,27,65,0,6,0,3,34,3,37,0,7
08/01/2024 14:00:00,Seg,29,75,74,130,128,18,28,69,74,1,37,58,50,7,0,2,5,2,7,0,0
08/01/2024 15:00:00,Seg,26,69,62,132,115,28,43,61,67,2,37,61,0,16,0,2,21,2,23,0,0
08/01/2024 16:00:00,Seg,29,76,74,129,131,18,32,66,77,15,24,67,40,6,0,3,22,3,25,0,0
